Transaction_ID,Configuration,Screen Size,Battery Life,RAM,Processor Speeds,Integrated Wireless,HD Size,Bundled Applications,Retail Price
28653,69,15,4,2,2.0,Yes,120,Yes,475.0
232944,232,15,5,2,2.4,Yes,300,No,510.0
228682,524,17,4,2,2.4,No,80,No,490.0
83158,207,15,5,2,1.5,No,300,Yes,480.0
269956,336,15,6,1,2.4,No,300,No,378.0
178422,466,17,4,1,2.4,Yes,40,No,455.0
50106,660,17,5,2,2.4,Yes,80,No,580.0
177342,726,17,6,1,1.5,Yes,120,No,565.0
121073,729,17,6,1,1.5,No,40,Yes,540.0
89766,862,17,6,4,2.4,No,120,No,760.0
244673,759,17,6,1,2.4,Yes,300,Yes,715.0
171683,394,15,6,4,1.5,No,40,No,550.0
56090,668,17,5,2,2.4,No,80,No,560.0
140817,291,15,6,1,1.5,Yes,80,Yes,475.0
168449,86,15,4,2,2.4,Yes,120,No,450.0
174763,64,15,4,2,1.5,No,300,No,390.0
8389,176,15,5,1,2.0,No,300,No,460.0
173826,179,15,5,1,2.4,Yes,80,Yes,465.0
214842,336,15,6,1,2.4,No,300,No,550.0
74665,370,15,6,2,2.4,Yes,40,No,510.0
193026,310,15,6,1,2.0,Yes,120,No,460.0
240989,534,17,4,4,1.5,Yes,120,No,630.0
42560,670,17,5,2,2.4,No,120,No,580.0
137641,598,17,5,1,2.0,Yes,120,No,515.0
140746,115,15,4,4,2.0,Yes,80,Yes,585.0
83634,726,17,6,1,1.5,Yes,120,No,575.0
240457,254,15,5,4,1.5,No,120,No,530.0
179666,400,15,6,4,1.5,No,300,No,670.0
233492,350,15,6,2,1.5,No,120,No,410.0
160679,559,17,4,4,2.0,No,300,Yes,745.0
63262,752,17,6,1,2.0,No,300,No,645.0
249190,480,17,4,1,2.4,No,300,No,540.0
217861,576,17,4,4,2.4,No,300,No,720.0
25430,350,15,6,2,1.5,No,120,No,480.0
97104,685,17,5,4,1.5,No,120,Yes,680.0
10333,342,15,6,2,1.5,Yes,120,No,520.0
168504,51,15,4,2,1.5,Yes,80,Yes,266.0
114207,748,17,6,1,2.0,No,80,No,555.0
111112,440,17,4,1,1.5,Yes,300,No,530.0
288574,346,15,6,2,1.5,No,40,No,238.0
189206,94,15,4,2,2.4,No,120,No,420.0
272043,311,15,6,1,2.0,Yes,300,Yes,560.0
254898,198,15,5,2,1.5,Yes,120,No,340.0
179042,323,15,6,1,2.4,Yes,80,Yes,
95969,167,15,5,1,2.0,Yes,300,Yes,505.0
293556,291,15,6,1,1.5,Yes,80,Yes,
194751,381,15,6,2,2.4,No,120,Yes,570.0
92057,733,17,6,1,1.5,No,120,Yes,605.0
161486,319,15,6,1,2.0,No,300,Yes,555.0
94348,107,15,4,4,1.5,No,80,Yes,540.0
151534,252,15,5,4,1.5,No,80,No,510.0
108466,198,15,5,2,1.5,Yes,120,No,380.0
201350,124,15,4,4,2.0,No,80,No,515.0
191386,167,15,5,1,2.0,Yes,300,Yes,490.0
103964,732,17,6,1,1.5,No,80,No,535.0
153382,634,17,5,2,1.5,No,40,No,308.0
257793,318,15,6,1,2.0,No,120,No,430.0
154365,436,17,4,1,1.5,Yes,80,No,
8158,344,15,6,2,1.5,Yes,300,No,580.0
103034,382,15,6,2,2.4,No,120,No,550.0
46975,238,15,5,2,2.4,No,120,No,480.0
198776,303,15,6,1,1.5,No,300,Yes,525.0
287180,355,15,6,2,2.0,Yes,80,Yes,475.0
260930,200,15,5,2,1.5,Yes,300,No,400.0
175905,594,17,5,1,2.0,Yes,40,No,315.0
204882,7,15,4,1,1.5,Yes,300,Yes,445.0
97962,588,17,5,1,1.5,No,80,No,455.0
284785,601,17,5,1,2.0,No,40,Yes,465.0
42766,707,17,5,4,2.4,Yes,80,Yes,730.0
280347,460,17,4,1,2.0,No,80,No,435.0
280493,227,15,5,2,2.4,Yes,80,Yes,470.0
11719,15,15,4,1,1.5,No,300,Yes,465.0
289625,518,17,4,2,2.4,Yes,120,No,520.0
110210,438,17,4,1,1.5,Yes,120,No,470.0
96407,522,17,4,2,2.4,No,40,No,490.0
222438,58,15,4,2,1.5,No,40,No,250.0
11230,63,15,4,2,1.5,No,300,Yes,510.0
260761,534,17,4,4,1.5,Yes,120,No,630.0
2055,211,15,5,2,2.0,Yes,80,Yes,505.0
194889,238,15,5,2,2.4,No,120,No,440.0
156821,471,17,4,1,2.4,Yes,300,Yes,625.0
283211,301,15,6,1,1.5,No,120,Yes,
289577,302,15,6,1,1.5,No,120,No,
6702,307,15,6,1,2.0,Yes,80,Yes,535.0
143553,239,15,5,2,2.4,No,300,Yes,560.0
61332,12,15,4,1,1.5,No,80,No,
11313,215,15,5,2,2.0,Yes,300,Yes,575.0
36335,212,15,5,2,2.0,Yes,80,No,415.0
50080,759,17,6,1,2.4,Yes,300,Yes,740.0
21171,354,15,6,2,2.0,Yes,40,No,475.0
244784,34,15,4,1,2.4,Yes,40,No,345.0
16744,220,15,5,2,2.0,No,80,No,
293314,399,15,6,4,1.5,No,300,Yes,720.0
255227,863,17,6,4,2.4,No,300,Yes,870.0
136903,586,17,5,1,1.5,No,40,No,410.0
260363,305,15,6,1,2.0,Yes,40,Yes,308.0
161304,85,15,4,2,2.4,Yes,120,Yes,350.0
123802,101,15,4,4,1.5,Yes,120,Yes,580.0
60478,272,15,5,4,2.0,No,300,No,
97618,440,17,4,1,1.5,Yes,300,No,535.0
278503,455,17,4,1,2.0,Yes,300,Yes,
186220,236,15,5,2,2.4,No,80,No,420.0
154153,163,15,5,1,2.0,Yes,80,Yes,
79556,667,17,5,2,2.4,No,80,Yes,600.0
207670,364,15,6,2,2.0,No,80,No,425.0
216007,485,17,4,2,1.5,Yes,120,Yes,530.0
228119,345,15,6,2,1.5,No,40,Yes,400.0
258339,212,15,5,2,2.0,Yes,80,No,345.0
204750,645,17,5,2,2.0,Yes,120,Yes,585.0
263851,761,17,6,1,2.4,No,40,Yes,399.0
292164,442,17,4,1,1.5,No,40,No,259.0
295872,329,15,6,1,2.4,No,40,Yes,470.0
110237,342,15,6,2,1.5,Yes,120,No,460.0
127395,218,15,5,2,2.0,No,40,No,325.0
204275,752,17,6,1,2.0,No,300,No,625.0
177860,318,15,6,1,2.0,No,120,No,445.0
94195,85,15,4,2,2.4,Yes,120,Yes,520.0
62855,132,15,4,4,2.4,Yes,80,No,392.0
75901,461,17,4,1,2.0,No,120,Yes,530.0
286071,312,15,6,1,2.0,Yes,300,No,357.0
226803,590,17,5,1,1.5,No,120,No,455.0
160564,790,17,6,2,2.0,Yes,120,No,625.0
96891,77,15,4,2,2.0,No,120,Yes,425.0
29377,361,15,6,2,2.0,No,40,Yes,495.0
254391,587,17,5,1,1.5,No,80,Yes,480.0
94591,445,17,4,1,1.5,No,120,Yes,505.0
190910,71,15,4,2,2.0,Yes,300,Yes,475.0
204670,184,15,5,1,2.4,Yes,300,No,490.0
75125,161,15,5,1,2.0,Yes,40,Yes,385.0
189804,501,17,4,2,2.0,Yes,120,Yes,565.0
168698,550,17,4,4,2.0,Yes,120,No,655.0
291254,612,17,5,1,2.4,Yes,80,No,500.0
187938,328,15,6,1,2.4,Yes,300,No,570.0
262696,650,17,5,2,2.0,No,40,No,435.0
202865,417,15,6,4,2.4,Yes,40,Yes,670.0
169813,405,15,6,4,2.0,Yes,120,Yes,
261974,724,17,6,1,1.5,Yes,80,No,530.0
117848,464,17,4,1,2.0,No,300,No,535.0
260937,482,17,4,2,1.5,Yes,40,No,410.0
137036,445,17,4,1,1.5,No,120,Yes,500.0
125438,71,15,4,2,2.0,Yes,300,Yes,495.0
55773,24,15,4,1,2.0,Yes,300,No,308.0
288503,441,17,4,1,1.5,No,40,Yes,420.0
206911,413,15,6,4,2.0,No,120,Yes,685.0
107206,367,15,6,2,2.0,No,300,Yes,575.0
1168,23,15,4,1,2.0,Yes,300,Yes,515.0
103277,312,15,6,1,2.0,Yes,300,No,535.0
214463,462,17,4,1,2.0,No,120,No,465.0
208062,745,17,6,1,2.0,No,40,Yes,555.0
129327,215,15,5,2,2.0,Yes,300,Yes,515.0
117696,598,17,5,1,2.0,Yes,120,No,515.0
17555,63,15,4,2,1.5,No,300,Yes,350.0
10315,70,15,4,2,2.0,Yes,120,No,445.0
282769,679,17,5,4,1.5,Yes,300,Yes,760.0
76863,240,15,5,2,2.4,No,300,No,530.0
59320,582,17,5,1,1.5,Yes,120,No,500.0
54263,610,17,5,1,2.4,Yes,40,No,490.0
149126,198,15,5,2,1.5,Yes,120,No,370.0
149216,377,15,6,2,2.4,No,40,Yes,364.0
161196,251,15,5,4,1.5,No,80,Yes,560.0
56676,618,17,5,1,2.4,No,40,No,329.0
165765,348,15,6,2,1.5,No,80,No,287.0
232267,817,17,6,4,1.5,Yes,40,Yes,720.0
74994,825,17,6,4,1.5,No,40,Yes,700.0
166666,255,15,5,4,1.5,No,300,Yes,640.0
157228,601,17,5,1,2.0,No,40,Yes,336.0
254552,243,15,5,4,1.5,Yes,80,Yes,580.0
14601,74,15,4,2,2.0,No,40,No,365.0
190986,348,15,6,2,1.5,No,80,No,400.0
103844,626,17,5,2,1.5,Yes,40,No,480.0
39233,517,17,4,2,2.4,Yes,120,Yes,630.0
174893,560,17,4,4,2.0,No,300,No,695.0
60150,349,15,6,2,1.5,No,120,Yes,510.0
24694,203,15,5,2,1.5,No,80,Yes,430.0
66933,336,15,6,1,2.4,No,300,No,570.0
13959,313,15,6,1,2.0,No,40,Yes,470.0
119368,184,15,5,1,2.4,Yes,300,No,500.0
19503,66,15,4,2,2.0,Yes,40,No,375.0
122103,107,15,4,4,1.5,No,80,Yes,540.0
238094,593,17,5,1,2.0,Yes,40,Yes,490.0
95275,727,17,6,1,1.5,Yes,300,Yes,685.0
195707,467,17,4,1,2.4,Yes,80,Yes,540.0
5146,349,15,6,2,1.5,No,120,Yes,560.0
234821,612,17,5,1,2.4,Yes,80,No,505.0
8673,23,15,4,1,2.0,Yes,300,Yes,510.0
12883,207,15,5,2,1.5,No,300,Yes,530.0
44952,739,17,6,1,2.0,Yes,80,Yes,635.0
216150,489,17,4,2,1.5,No,40,Yes,450.0
285209,510,17,4,2,2.0,No,120,No,
230383,757,17,6,1,2.4,Yes,120,Yes,655.0
240559,378,15,6,2,2.4,No,40,No,450.0
130792,166,15,5,1,2.0,Yes,120,No,390.0
64940,277,15,5,4,2.4,Yes,120,Yes,455.0
127028,133,15,4,4,2.4,Yes,120,Yes,630.0
103328,213,15,5,2,2.0,Yes,120,Yes,465.0
284186,149,15,5,1,1.5,Yes,120,Yes,395.0
273851,267,15,5,4,2.0,No,80,Yes,585.0
231891,648,17,5,2,2.0,Yes,300,No,585.0
136661,557,17,4,4,2.0,No,120,Yes,685.0
108602,94,15,4,2,2.4,No,120,No,440.0
102601,67,15,4,2,2.0,Yes,80,Yes,425.0
159331,723,17,6,1,1.5,Yes,80,Yes,595.0
100431,103,15,4,4,1.5,Yes,300,Yes,640.0
45921,211,15,5,2,2.0,Yes,80,Yes,455.0
166994,315,15,6,1,2.0,No,80,Yes,475.0
37221,195,15,5,2,1.5,Yes,80,Yes,440.0
54741,498,17,4,2,2.0,Yes,40,No,495.0
5710,213,15,5,2,2.0,Yes,120,Yes,525.0
60211,393,15,6,4,1.5,No,40,Yes,420.0
206868,278,15,5,4,2.4,Yes,120,No,600.0
283807,859,17,6,4,2.4,No,80,Yes,790.0
150770,515,17,4,2,2.4,Yes,80,Yes,406.0
8257,3,15,4,1,1.5,Yes,80,Yes,405.0
5563,343,15,6,2,1.5,Yes,300,Yes,640.0
285897,77,15,4,2,2.0,No,120,Yes,375.0
282509,726,17,6,1,1.5,Yes,120,No,550.0
49337,582,17,5,1,1.5,Yes,120,No,500.0
176747,762,17,6,1,2.4,No,40,No,535.0
73014,71,15,4,2,2.0,Yes,300,Yes,505.0
226229,362,15,6,2,2.0,No,40,No,375.0
140759,746,17,6,1,2.0,No,40,No,515.0
134595,373,15,6,2,2.4,Yes,120,Yes,610.0
223775,710,17,5,4,2.4,Yes,120,No,700.0
200730,46,15,4,1,2.4,No,120,No,390.0
258021,326,15,6,1,2.4,Yes,120,No,500.0
40470,637,17,5,2,1.5,No,120,Yes,406.0
167701,317,15,6,1,2.0,No,120,Yes,495.0
31931,316,15,6,1,2.0,No,80,No,445.0
275954,758,17,6,1,2.4,Yes,120,No,600.0
117304,746,17,6,1,2.0,No,40,No,515.0
128758,475,17,4,1,2.4,No,80,Yes,530.0
85996,261,15,5,4,2.0,Yes,120,Yes,625.0
139923,396,15,6,4,1.5,No,80,No,590.0
92773,159,15,5,1,1.5,No,300,Yes,460.0
97674,219,15,5,2,2.0,No,80,Yes,425.0
129420,589,17,5,1,1.5,No,120,Yes,520.0
87588,327,15,6,1,2.4,Yes,300,Yes,635.0
121674,210,15,5,2,2.0,Yes,40,No,345.0
291631,451,17,4,1,2.0,Yes,80,Yes,
167935,328,15,6,1,2.4,Yes,300,No,
6354,171,15,5,1,2.0,No,80,Yes,435.0
208528,515,17,4,2,2.4,Yes,80,Yes,570.0
82352,80,15,4,2,2.0,No,300,No,435.0
262061,346,15,6,2,1.5,No,40,No,238.0
140526,259,15,5,4,2.0,Yes,80,Yes,605.0
16027,303,15,6,1,1.5,No,300,Yes,560.0
160140,290,15,6,1,1.5,Yes,40,No,266.0
104442,84,15,4,2,2.4,Yes,80,No,450.0
105064,837,17,6,4,2.0,Yes,120,Yes,805.0
246707,86,15,4,2,2.4,Yes,120,No,430.0
202945,364,15,6,2,2.0,No,80,No,425.0
77686,116,15,4,4,2.0,Yes,80,No,535.0
258975,316,15,6,1,2.0,No,80,No,410.0
22662,147,15,5,1,1.5,Yes,80,Yes,420.0
185125,366,15,6,2,2.0,No,120,No,445.0
38395,293,15,6,1,1.5,Yes,120,Yes,510.0
50638,690,17,5,4,2.0,Yes,40,No,615.0
107972,601,17,5,1,2.0,No,40,Yes,485.0
223257,391,15,6,4,1.5,Yes,300,Yes,740.0
121170,546,17,4,4,2.0,Yes,40,No,595.0
287725,344,15,6,2,1.5,Yes,300,No,480.0
227682,432,15,6,4,2.4,No,300,No,720.0
115938,203,15,5,2,1.5,No,80,Yes,390.0
71863,80,15,4,2,2.0,No,300,No,435.0
65463,402,15,6,4,2.0,Yes,40,No,
81634,342,15,6,2,1.5,Yes,120,No,470.0
41908,84,15,4,2,2.4,Yes,80,No,460.0
258512,111,15,4,4,1.5,No,300,Yes,620.0
246067,784,17,6,2,1.5,No,300,No,620.0
14669,353,15,6,2,2.0,Yes,40,Yes,535.0
43054,276,15,5,4,2.4,Yes,80,No,580.0
61178,783,17,6,2,1.5,No,300,Yes,504.0
61761,430,15,6,4,2.4,No,120,No,660.0
163722,416,15,6,4,2.0,No,300,No,
268603,286,15,5,4,2.4,No,120,No,580.0
232809,173,15,5,1,2.0,No,120,Yes,405.0
157040,664,17,5,2,2.4,Yes,300,No,441.0
8729,176,15,5,1,2.0,No,300,No,460.0
10813,77,15,4,2,2.0,No,120,Yes,475.0
112731,415,15,6,4,2.0,No,300,Yes,745.0
278175,845,17,6,4,2.0,No,120,Yes,
206899,332,15,6,1,2.4,No,80,No,470.0
222184,639,17,5,2,1.5,No,300,Yes,590.0
55492,364,15,6,2,2.0,No,80,No,465.0
165140,755,17,6,1,2.4,Yes,80,Yes,645.0
229269,593,17,5,1,2.0,Yes,40,Yes,490.0
116148,728,17,6,1,1.5,Yes,300,No,630.0
91577,506,17,4,2,2.0,No,40,No,465.0
150408,209,15,5,2,2.0,Yes,40,Yes,385.0
141859,394,15,6,4,1.5,No,40,No,550.0
82432,438,17,4,1,1.5,Yes,120,No,475.0
246783,305,15,6,1,2.0,Yes,40,Yes,445.0
169607,585,17,5,1,1.5,No,40,Yes,455.0
137546,663,17,5,2,2.4,Yes,300,Yes,690.0
49090,671,17,5,2,2.4,No,300,Yes,690.0
174019,855,17,6,4,2.4,Yes,300,Yes,890.0
284822,380,15,6,2,2.4,No,80,No,336.0
241108,632,17,5,2,1.5,Yes,300,No,560.0
180389,370,15,6,2,2.4,Yes,40,No,490.0
92297,28,15,4,1,2.0,No,80,No,335.0
39967,149,15,5,1,1.5,Yes,120,Yes,
153168,205,15,5,2,1.5,No,120,Yes,400.0
247206,730,17,6,1,1.5,No,40,No,475.0
28327,9,15,4,1,1.5,No,40,Yes,335.0
237690,437,17,4,1,1.5,Yes,120,Yes,505.0
229726,230,15,5,2,2.4,Yes,120,No,450.0
213113,169,15,5,1,2.0,No,40,Yes,350.0
117626,777,17,6,2,1.5,No,40,Yes,580.0
290493,289,15,6,1,1.5,Yes,40,Yes,
276420,356,15,6,2,2.0,Yes,80,No,425.0
89092,468,17,4,1,2.4,Yes,80,No,505.0
17919,207,15,5,2,1.5,No,300,Yes,520.0
64753,449,17,4,1,2.0,Yes,40,Yes,495.0
101324,817,17,6,4,1.5,Yes,40,Yes,720.0
285450,163,15,5,1,2.0,Yes,80,Yes,280.0
93626,249,15,5,4,1.5,No,40,Yes,520.0
284208,466,17,4,1,2.4,Yes,40,No,440.0
38669,316,15,6,1,2.0,No,80,No,445.0
227094,209,15,5,2,2.0,Yes,40,Yes,365.0
15343,207,15,5,2,1.5,No,300,Yes,530.0
195512,319,15,6,1,2.0,No,300,Yes,550.0
237520,239,15,5,2,2.4,No,300,Yes,540.0
84918,335,15,6,1,2.4,No,300,Yes,615.0
211953,605,17,5,1,2.0,No,120,Yes,535.0
226089,184,15,5,1,2.4,Yes,300,No,485.0
239760,72,15,4,2,2.0,Yes,300,No,415.0
100637,310,15,6,1,2.0,Yes,120,No,475.0
209543,461,17,4,1,2.0,No,120,Yes,515.0
286608,133,15,4,4,2.4,Yes,120,Yes,630.0
234435,54,15,4,2,1.5,Yes,120,No,330.0
40455,402,15,6,4,2.0,Yes,40,No,
77664,91,15,4,2,2.4,No,80,Yes,480.0
153045,479,17,4,1,2.4,No,300,Yes,605.0
263404,451,17,4,1,2.0,Yes,80,Yes,
175389,292,15,6,1,1.5,Yes,80,No,420.0
276885,508,17,4,2,2.0,No,80,No,455.0
100057,674,17,5,4,1.5,Yes,40,No,590.0
158274,36,15,4,1,2.4,Yes,80,No,395.0
26276,56,15,4,2,1.5,Yes,300,No,460.0
131925,577,17,5,1,1.5,Yes,40,Yes,480.0
32069,162,15,5,1,2.0,Yes,40,No,345.0
279508,34,15,4,1,2.4,Yes,40,No,340.0
77553,620,17,5,1,2.4,No,80,No,505.0
297561,262,15,5,4,2.0,Yes,120,No,575.0
202515,209,15,5,2,2.0,Yes,40,Yes,375.0
282510,353,15,6,2,2.0,Yes,40,Yes,
272696,225,15,5,2,2.4,Yes,40,Yes,301.0
231320,37,15,4,1,2.4,Yes,120,Yes,455.0
280834,626,17,5,2,1.5,Yes,40,No,430.0
196988,342,15,6,2,1.5,Yes,120,No,440.0
266063,517,17,4,2,2.4,Yes,120,Yes,570.0
22855,305,15,6,1,2.0,Yes,40,Yes,485.0
104471,728,17,6,1,1.5,Yes,300,No,635.0
208138,452,17,4,1,2.0,Yes,80,No,465.0
97680,218,15,5,2,2.0,No,40,No,335.0
246971,673,17,5,4,1.5,Yes,40,Yes,640.0
26861,199,15,5,2,1.5,Yes,300,Yes,530.0
17838,149,15,5,1,1.5,Yes,120,Yes,440.0
154300,96,15,4,2,2.4,No,300,No,490.0
237403,698,17,5,4,2.0,No,40,No,595.0
22967,309,15,6,1,2.0,Yes,120,Yes,545.0
120353,23,15,4,1,2.0,Yes,300,Yes,480.0
268022,400,15,6,4,1.5,No,300,No,469.0
34501,298,15,6,1,1.5,No,40,No,380.0
294411,285,15,5,4,2.4,No,120,Yes,630.0
273095,523,17,4,2,2.4,No,80,Yes,530.0
166618,250,15,5,4,1.5,No,40,No,470.0
253208,202,15,5,2,1.5,No,40,No,260.0
84585,730,17,6,1,1.5,No,40,No,495.0
256771,447,17,4,1,1.5,No,300,Yes,540.0
177024,278,15,5,4,2.4,Yes,120,No,600.0
272076,268,15,5,4,2.0,No,80,No,
160710,24,15,4,1,2.0,Yes,300,No,
153633,585,17,5,1,1.5,No,40,Yes,455.0
120425,567,17,4,4,2.4,Yes,300,Yes,790.0
292556,299,15,6,1,1.5,No,80,Yes,435.0
260409,69,15,4,2,2.0,Yes,120,Yes,
260046,620,17,5,1,2.4,No,80,No,480.0
187133,382,15,6,2,2.4,No,120,No,520.0
205437,316,15,6,1,2.0,No,80,No,420.0
43616,695,17,5,4,2.0,Yes,300,Yes,785.0
4250,9,15,4,1,1.5,No,40,Yes,350.0
35358,349,15,6,2,1.5,No,120,Yes,520.0
236940,468,17,4,1,2.4,Yes,80,No,485.0
133479,850,17,6,4,2.4,Yes,40,No,720.0
169580,674,17,5,4,1.5,Yes,40,No,413.0
254832,528,17,4,2,2.4,No,300,No,560.0
219271,311,15,6,1,2.0,Yes,300,Yes,565.0
218650,605,17,5,1,2.0,No,120,Yes,530.0
138106,269,15,5,4,2.0,No,120,Yes,605.0
239958,566,17,4,4,2.4,Yes,120,No,680.0
111791,518,17,4,2,2.4,Yes,120,No,560.0
255336,459,17,4,1,2.0,No,80,Yes,485.0
159446,441,17,4,1,1.5,No,40,Yes,435.0
37809,69,15,4,2,2.0,Yes,120,Yes,465.0
269700,354,15,6,2,2.0,Yes,40,No,385.0
151304,554,17,4,4,2.0,No,40,No,575.0
43380,107,15,4,4,1.5,No,80,Yes,540.0
260825,540,17,4,4,1.5,No,80,No,413.0
6318,320,15,6,1,2.0,No,300,No,545.0
102110,159,15,5,1,1.5,No,300,Yes,460.0
220440,457,17,4,1,2.0,No,40,Yes,450.0
75510,730,17,6,1,1.5,No,40,No,495.0
83472,103,15,4,4,1.5,Yes,300,Yes,640.0
29020,356,15,6,2,2.0,Yes,80,No,505.0
237515,587,17,5,1,1.5,No,80,Yes,485.0
109192,523,17,4,2,2.4,No,80,Yes,570.0
218373,497,17,4,2,2.0,Yes,40,Yes,495.0
253471,365,15,6,2,2.0,No,120,Yes,475.0
163063,686,17,5,4,1.5,No,120,No,630.0
271042,380,15,6,2,2.4,No,80,No,480.0
106392,342,15,6,2,1.5,Yes,120,No,460.0
163361,251,15,5,4,1.5,No,80,Yes,560.0
106908,304,15,6,1,1.5,No,300,No,485.0
271683,349,15,6,2,1.5,No,120,Yes,450.0
44114,296,15,6,1,1.5,Yes,300,No,515.0
40585,445,17,4,1,1.5,No,120,Yes,510.0
204405,5,15,4,1,1.5,Yes,120,Yes,385.0
81022,474,17,4,1,2.4,No,40,No,445.0
43273,486,17,4,2,1.5,Yes,120,No,530.0
178341,166,15,5,1,2.0,Yes,120,No,
227112,40,15,4,1,2.4,Yes,300,No,465.0
133008,652,17,5,2,2.0,No,80,No,515.0
199895,7,15,4,1,1.5,Yes,300,Yes,445.0
223511,265,15,5,4,2.0,No,40,Yes,545.0
244721,297,15,6,1,1.5,No,40,Yes,400.0
86212,528,17,4,2,2.4,No,300,No,610.0
28104,210,15,5,2,2.0,Yes,40,No,385.0
70166,235,15,5,2,2.4,No,80,Yes,510.0
154101,258,15,5,4,2.0,Yes,40,No,515.0
147693,436,17,4,1,1.5,Yes,80,No,445.0
98281,440,17,4,1,1.5,Yes,300,No,535.0
122828,485,17,4,2,1.5,Yes,120,Yes,560.0
68080,686,17,5,4,1.5,No,120,No,441.0
34650,224,15,5,2,2.0,No,300,No,475.0
212083,265,15,5,4,2.0,No,40,Yes,545.0
268841,384,15,6,2,2.4,No,300,No,560.0
160437,420,15,6,4,2.4,Yes,80,No,660.0
235924,266,15,5,4,2.0,No,40,No,495.0
151137,335,15,6,1,2.4,No,300,Yes,605.0
195631,219,15,5,2,2.0,No,80,Yes,395.0
108483,667,17,5,2,2.4,No,80,Yes,590.0
148714,402,15,6,4,2.0,Yes,40,No,
152117,645,17,5,2,2.0,Yes,120,Yes,595.0
122577,438,17,4,1,1.5,Yes,120,No,470.0
142674,189,15,5,1,2.4,No,120,Yes,465.0
27741,340,15,6,2,1.5,Yes,80,No,480.0
82287,176,15,5,1,2.0,No,300,No,435.0
189619,506,17,4,2,2.0,No,40,No,435.0
17722,356,15,6,2,2.0,Yes,80,No,515.0
240600,495,17,4,2,1.5,No,300,Yes,570.0
108005,145,15,5,1,1.5,Yes,40,Yes,355.0
279256,772,17,6,2,1.5,Yes,80,No,385.0
229421,491,17,4,2,1.5,No,80,Yes,490.0
148067,727,17,6,1,1.5,Yes,300,Yes,675.0
14350,304,15,6,1,1.5,No,300,No,515.0
66020,156,15,5,1,1.5,No,80,No,
247072,595,17,5,1,2.0,Yes,80,Yes,530.0
156758,100,15,4,4,1.5,Yes,80,No,510.0
211416,335,15,6,1,2.4,No,300,Yes,600.0
79256,68,15,4,2,2.0,Yes,80,No,375.0
28091,212,15,5,2,2.0,Yes,80,No,425.0
72807,237,15,5,2,2.4,No,120,Yes,530.0
256643,191,15,5,1,2.4,No,300,Yes,510.0
8733,198,15,5,2,1.5,Yes,120,No,440.0
271126,334,15,6,1,2.4,No,120,No,480.0
123890,318,15,6,1,2.0,No,120,No,450.0
205570,638,17,5,2,1.5,No,120,No,490.0
214245,153,15,5,1,1.5,No,40,Yes,325.0
259396,632,17,5,2,1.5,Yes,300,No,550.0
216067,609,17,5,1,2.4,Yes,40,Yes,515.0
57101,412,15,6,4,2.0,No,80,No,615.0
112273,149,15,5,1,1.5,Yes,120,Yes,415.0
219580,199,15,5,2,1.5,Yes,300,Yes,460.0
112786,79,15,4,2,2.0,No,300,Yes,475.0
118575,697,17,5,4,2.0,No,40,Yes,645.0
3321,357,15,6,2,2.0,Yes,120,Yes,605.0
63689,456,17,4,1,2.0,Yes,300,No,565.0
197544,667,17,5,2,2.4,No,80,Yes,570.0
29687,159,15,5,1,1.5,No,300,Yes,475.0
256470,675,17,5,4,1.5,Yes,80,Yes,680.0
91610,597,17,5,1,2.0,Yes,120,Yes,570.0
64698,291,15,6,1,1.5,Yes,80,Yes,
287271,442,17,4,1,1.5,No,40,No,370.0
24991,61,15,4,2,1.5,No,120,Yes,430.0
266094,270,15,5,4,2.0,No,120,No,555.0
140589,361,15,6,2,2.0,No,40,Yes,455.0
201155,122,15,4,4,2.0,No,40,No,475.0
65025,461,17,4,1,2.0,No,120,Yes,535.0
249009,521,17,4,2,2.4,No,40,Yes,490.0
74047,529,17,4,4,1.5,Yes,40,Yes,620.0
89972,419,15,6,4,2.4,Yes,80,Yes,710.0
259127,304,15,6,1,1.5,No,300,No,
176559,67,15,4,2,2.0,Yes,80,Yes,405.0
164761,302,15,6,1,1.5,No,120,No,294.0
23261,31,15,4,1,2.0,No,300,Yes,
238126,601,17,5,1,2.0,No,40,Yes,470.0
244677,509,17,4,2,2.0,No,120,Yes,535.0
74318,89,15,4,2,2.4,No,40,Yes,440.0
61112,742,17,6,1,2.0,Yes,120,No,605.0
43491,296,15,6,1,1.5,Yes,300,No,
29847,366,15,6,2,2.0,No,120,No,505.0
29772,224,15,5,2,2.0,No,300,No,485.0
272119,593,17,5,1,2.0,Yes,40,Yes,485.0
178577,630,17,5,2,1.5,Yes,120,No,520.0
30227,51,15,4,2,1.5,Yes,80,Yes,430.0
263079,72,15,4,2,2.0,Yes,300,No,
293270,385,15,6,4,1.5,Yes,40,Yes,620.0
211873,319,15,6,1,2.0,No,300,Yes,550.0
201010,505,17,4,2,2.0,No,40,Yes,485.0
179225,210,15,5,2,2.0,Yes,40,No,335.0
192588,346,15,6,2,1.5,No,40,No,360.0
267461,653,17,5,2,2.0,No,120,Yes,545.0
235861,223,15,5,2,2.0,No,300,Yes,465.0
281705,353,15,6,2,2.0,Yes,40,Yes,435.0
179569,316,15,6,1,2.0,No,80,No,425.0
114728,21,15,4,1,2.0,Yes,120,Yes,420.0
146988,243,15,5,4,1.5,Yes,80,Yes,580.0
76489,522,17,4,2,2.4,No,40,No,490.0
188825,76,15,4,2,2.0,No,80,No,325.0
